trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
997,False,"{'a': 0.65, 'e': 0.03761994783595346}",35,19,26.57153018158497,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.65, 'e': 0.037502459259661114}",25,18,12.907667265447701,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.65, 'e': 0.037385323351111555}",25,11,25.957603232133188,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.65, 'e': 0.037268539140613344}",30,8,39.80969389522737,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.65, 'e': 0.03715210566058513}",25,11,22.742096208153644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.65, 'e': 0.037036021945554776}",25,18,10.727449099427833,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.65, 'e': 0.03692028703215933}",25,12,28.77599466530429,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.65, 'e': 0.03680489995914282}",20,0,32.97149996194043,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1005,False,"{'a': 0.65, 'e': 0.03668985976735584}",20,9,8.01104095685017,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1006,False,"{'a': 0.65, 'e': 0.03657516549975448}",30,16,27.167277888901843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.65, 'e': 0.036460816201398405}",35,24,19.005439852470257,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.65, 'e': 0.0363468109194508}",30,0,4.151721196575152,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
1009,False,"{'a': 0.65, 'e': 0.0362331487031764}",25,14,20.42986953501397,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.65, 'e': 0.03611982860394081}",20,9,14.195868429941042,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1011,False,"{'a': 0.65, 'e': 0.0360068496752084}",20,12,14.585292636041832,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.65, 'e': 0.035894210972542084}",20,14,10.223313977840347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.65, 'e': 0.03578191155360144}",25,5,8.062036572234724,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
1014,False,"{'a': 0.65, 'e': 0.03566995047814159}",20,8,21.64694150337054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.65, 'e': 0.03555832680801163}",20,7,23.31670133890778,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.65, 'e': 0.035447039607153785}",20,14,10.77794628948139,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.65, 'e': 0.03533608794160148}",20,3,28.176079574331524,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.65, 'e': 0.035225470879477694}",20,13,13.210117836496778,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.65, 'e': 0.03511518749099474}",30,22,15.115625678105905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.65, 'e': 0.03500523684845169}",30,18,26.02898068243946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.65, 'e': 0.03489561802623309}",30,17,12.465219688655052,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1022,False,"{'a': 0.65, 'e': 0.034786330100808005}",20,10,17.63942334847033,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.65, 'e': 0.034677372150727526}",20,16,5.988970865411833,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.65, 'e': 0.03456874325662451}",20,8,19.956431089773943,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.65, 'e': 0.0344604425012105}",25,13,23.551644008028585,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.65, 'e': 0.034352468969275574}",20,16,8.781648980939051,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.65, 'e': 0.03424482174768595}",30,16,24.9372820528555,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1028,False,"{'a': 0.65, 'e': 0.034137499925382175}",20,16,10.110546595602777,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.65, 'e': 0.034030502593378475}",20,9,4.866320221200407,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1030,False,"{'a': 0.65, 'e': 0.03392382884475942}",20,3,28.717133026394162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.65, 'e': 0.033817477774679694}",25,16,15.99293727522996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1032,False,"{'a': 0.65, 'e': 0.03371144848036234}",30,21,17.633573354133112,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1033,False,"{'a': 0.65, 'e': 0.033605740061095846}",35,25,21.28847727478996,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1034,False,"{'a': 0.65, 'e': 0.03350035161823295}",20,6,27.748210069631707,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.65, 'e': 0.03339528225518995}",35,20,33.23381403212724,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1036,False,"{'a': 0.65, 'e': 0.03329053107744284}",20,16,7.674694726437654,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1037,False,"{'a': 0.65, 'e': 0.03318609719252763}",25,9,30.06056390649168,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,False,"{'a': 0.65, 'e': 0.03308197971003646}",20,15,8.601417326003704,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1039,False,"{'a': 0.65, 'e': 0.032978177741617265}",20,15,11.891387353915087,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1040,False,"{'a': 0.65, 'e': 0.03287469040097157}",25,15,19.917172854516682,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.65, 'e': 0.03277151680385193}",20,0,32.18558107694306,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1042,False,"{'a': 0.65, 'e': 0.032668656068060464}",25,15,14.666861191725765,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1043,False,"{'a': 0.65, 'e': 0.032566107313447445}",20,11,18.025258946976933,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.65, 'e': 0.03246386966190851}",30,16,25.589435874813447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1045,False,"{'a': 0.65, 'e': 0.032361942237382535}",25,9,29.886197803765704,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1046,False,"{'a': 0.65, 'e': 0.032260324165850895}",20,5,18.867636245228304,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1047,False,"{'a': 0.65, 'e': 0.03215901457533399}",20,0,28.196154497300572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1048,False,"{'a': 0.65, 'e': 0.03205801259589003}",25,15,18.71609884809619,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1049,False,"{'a': 0.65, 'e': 0.03195731735961305}",20,6,24.313016566032644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1050,False,"{'a': 0.65, 'e': 0.03185692800063045}",20,14,9.09557019778663,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1051,False,"{'a': 0.65, 'e': 0.031756843655100786}",25,14,20.059716922579526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1052,False,"{'a': 0.65, 'e': 0.03165706346121255}",20,14,10.00653745252479,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1053,False,"{'a': 0.65, 'e': 0.03155758655918106}",20,12,12.637916467561913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1054,False,"{'a': 0.65, 'e': 0.03145841209124689}",20,13,11.68986669597696,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.65, 'e': 0.031359539201673}",25,0,40.00150693622266,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1056,False,"{'a': 0.65, 'e': 0.031260967036743637}",30,24,9.228280669168457,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.65, 'e': 0.031162694744761743}",20,6,22.917477686594374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1058,False,"{'a': 0.65, 'e': 0.031064721476045998}",30,10,36.851164831017925,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.65, 'e': 0.030967046382929686}",20,16,6.806500728807662,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1060,False,"{'a': 0.65, 'e': 0.03086966861975793}",20,9,0.2818700807245511,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1061,False,"{'a': 0.65, 'e': 0.03077258734288535}",20,5,26.902210667042013,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.65, 'e': 0.030675801710674078}",20,12,12.458267601402712,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1063,False,"{'a': 0.65, 'e': 0.030579310883491195}",25,7,33.742254378521764,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1064,False,"{'a': 0.65, 'e': 0.030483114023706626}",20,3,-53.090076231007195,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
1065,False,"{'a': 0.65, 'e': 0.030387210295690914}",25,13,23.515939399575938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1066,False,"{'a': 0.65, 'e': 0.030291598865812452}",30,15,29.414863906609945,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1067,False,"{'a': 0.65, 'e': 0.03019627890243559}",20,12,13.409970088419502,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.65, 'e': 0.03010124957591831}",25,15,19.94043348807459,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,False,"{'a': 0.65, 'e': 0.030006510058609215}",20,9,23.944532665194416,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1070,False,"{'a': 0.65, 'e': 0.029912059524846102}",25,20,9.469890567987997,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1071,False,"{'a': 0.65, 'e': 0.0298178971509524}",20,14,11.635766887172519,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1072,False,"{'a': 0.65, 'e': 0.02972402211523617}",20,11,19.882265590314,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1073,False,"{'a': 0.65, 'e': 0.029630433597986006}",30,16,26.356135168966325,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1074,False,"{'a': 0.65, 'e': 0.029537130781470244}",25,7,32.60244411943274,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1075,False,"{'a': 0.65, 'e': 0.029444112849933313}",25,17,2.9479801106687598,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,False,"{'a': 0.65, 'e': 0.029351378989593724}",25,17,16.393374147298587,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.65, 'e': 0.02925892838864197}",25,14,19.88152098342197,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.65, 'e': 0.029166760237236522}",20,14,11.204300550337653,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.65, 'e': 0.029074873727503725}",25,19,11.435416749009192,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1080,False,"{'a': 0.65, 'e': 0.028983268053532907}",20,9,8.187809223997995,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1081,False,"{'a': 0.65, 'e': 0.02889194241137527}",20,16,8.312913282414296,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1082,False,"{'a': 0.65, 'e': 0.02880089599904123}",35,9,38.325739706564825,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1083,False,"{'a': 0.65, 'e': 0.02871012801649686}",25,16,-6.81971882044252,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
1084,False,"{'a': 0.65, 'e': 0.028619637665662445}",25,12,14.38533345841849,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1085,False,"{'a': 0.65, 'e': 0.028529424150409488}",20,8,22.544172464384097,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1086,False,"{'a': 0.65, 'e': 0.028439486676557824}",20,0,29.75873125142817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1087,False,"{'a': 0.65, 'e': 0.028349824451873618}",20,0,20.650139652862116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1088,False,"{'a': 0.65, 'e': 0.028260436686066037}",20,11,18.092139373151234,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1089,False,"{'a': 0.65, 'e': 0.02817132259078492}",25,3,33.77957729754994,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1090,False,"{'a': 0.65, 'e': 0.028082481379618662}",25,15,19.722559080202622,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1091,False,"{'a': 0.65, 'e': 0.027993912268090337}",25,13,21.620448507281303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1092,False,"{'a': 0.65, 'e': 0.02790561447365658}",25,11,23.90582386774665,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1093,False,"{'a': 0.65, 'e': 0.027817587215702932}",20,13,12.357625144948063,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1094,False,"{'a': 0.65, 'e': 0.027729829715543497}",20,0,34.40126442233722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1095,False,"{'a': 0.65, 'e': 0.027642341196416287}",20,10,19.159181009171206,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,False,"{'a': 0.65, 'e': 0.02755512088348122}",20,5,28.14577945745918,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1097,False,"{'a': 0.65, 'e': 0.027468168003817683}",30,15,29.59624903131963,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1098,False,"{'a': 0.65, 'e': 0.027381481786421857}",20,11,18.514752540582577,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1099,False,"{'a': 0.65, 'e': 0.027295061462202397}",20,16,7.411773382712996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1100,False,"{'a': 0.65, 'e': 0.027208906263980648}",20,5,23.768619422040242,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1101,False,"{'a': 0.65, 'e': 0.027123015426484542}",30,8,39.942781563863655,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1102,False,"{'a': 0.65, 'e': 0.027037388186348377}",25,9,25.854098428886076,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1103,False,"{'a': 0.65, 'e': 0.02695202378210848}",20,7,23.336464217624666,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,False,"{'a': 0.65, 'e': 0.026866921454201775}",20,10,15.150345867249392,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1105,False,"{'a': 0.65, 'e': 0.02678208044496133}",25,15,19.338319382116925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1106,False,"{'a': 0.65, 'e': 0.026697499998614926}",25,19,11.092301707041425,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1107,False,"{'a': 0.65, 'e': 0.026613179361281825}",30,19,22.3935020444846,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1108,False,"{'a': 0.65, 'e': 0.026529117780969225}",30,0,-4.390263078426348,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1109,False,"{'a': 0.65, 'e': 0.026445314507570372}",20,10,19.417237125153342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1110,False,"{'a': 0.65, 'e': 0.026361768792861673}",25,11,27.211044099100416,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1111,False,"{'a': 0.65, 'e': 0.026278479890498807}",25,12,26.290571427347665,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1112,False,"{'a': 0.65, 'e': 0.026195447056015286}",25,19,10.319569853919244,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1113,False,"{'a': 0.65, 'e': 0.0261126695468179}",20,13,11.56834044607372,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1114,False,"{'a': 0.65, 'e': 0.026030146622185946}",25,18,13.809108612455942,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1115,False,"{'a': 0.65, 'e': 0.025947877543266218}",25,16,4.790970250955912,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1116,False,"{'a': 0.65, 'e': 0.025865861573071358}",20,8,21.413436654745862,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1117,False,"{'a': 0.65, 'e': 0.025784097976476628}",25,7,16.87414346903541,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1118,False,"{'a': 0.65, 'e': 0.025702586020217244}",25,13,25.317398570982373,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1119,False,"{'a': 0.65, 'e': 0.025621324972884496}",30,0,39.96335289970118,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1120,False,"{'a': 0.65, 'e': 0.0255403141049243}",30,7,35.18444282640019,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
1121,False,"{'a': 0.65, 'e': 0.025459552688632536}",20,14,11.089510009282929,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1122,False,"{'a': 0.65, 'e': 0.025379039998154163}",25,19,10.542872238107346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1123,False,"{'a': 0.65, 'e': 0.025298775309477883}",25,12,19.009866078966454,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1124,False,"{'a': 0.65, 'e': 0.025218757900435262}",35,20,29.650597086933573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1125,False,"{'a': 0.65, 'e': 0.025138987050696726}",20,15,10.175104811879764,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1126,False,"{'a': 0.65, 'e': 0.025059462041768232}",20,16,8.912696402861705,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1127,False,"{'a': 0.65, 'e': 0.024980182156989272}",20,14,11.722893260788334,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,False,"{'a': 0.65, 'e': 0.02490114668152943}",25,11,29.545679620305727,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1129,False,"{'a': 0.65, 'e': 0.024822354902385158}",25,10,23.41320553231603,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1130,False,"{'a': 0.65, 'e': 0.024743806108376676}",25,14,22.7675911963114,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1131,False,"{'a': 0.65, 'e': 0.024665499590145745}",25,13,25.024004595764584,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1132,False,"{'a': 0.65, 'e': 0.024587434640151784}",20,11,15.167208023575686,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1133,False,"{'a': 0.65, 'e': 0.024509610552669203}",20,9,20.59300422141787,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1134,False,"{'a': 0.65, 'e': 0.02443202662378474}",20,11,14.872516503230752,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1135,False,"{'a': 0.65, 'e': 0.024354682151393137}",20,6,23.57671556203609,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1136,False,"{'a': 0.65, 'e': 0.024277576435195902}",25,12,24.510501428558978,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1137,False,"{'a': 0.65, 'e': 0.024200708776696667}",20,8,23.33158197517481,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1138,False,"{'a': 0.65, 'e': 0.024124078479199285}",20,10,21.53041489944103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1139,False,"{'a': 0.65, 'e': 0.02404768484780384}",25,15,20.37701926682133,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1140,False,"{'a': 0.65, 'e': 0.023971527189404318}",25,14,19.825867749890122,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1141,False,"{'a': 0.65, 'e': 0.023895604812684823}",20,14,11.641044473167234,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1142,False,"{'a': 0.65, 'e': 0.023819917028117477}",20,8,23.010791057964436,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1143,False,"{'a': 0.65, 'e': 0.023744463147958306}",30,22,15.27067693323205,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1144,False,"{'a': 0.65, 'e': 0.023669242486244357}",25,15,18.33237569514606,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1145,False,"{'a': 0.65, 'e': 0.023594254358791478}",30,13,35.57052108103855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1146,False,"{'a': 0.65, 'e': 0.02351949808318976}",20,16,8.791643565922431,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1147,False,"{'a': 0.65, 'e': 0.023444972978802103}",30,20,19.688293533287748,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1148,False,"{'a': 0.65, 'e': 0.023370678366759323}",25,16,16.01416887737492,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1149,False,"{'a': 0.65, 'e': 0.02329661356995849}",30,16,29.044168140607916,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1150,False,"{'a': 0.65, 'e': 0.023222777913059378}",20,11,15.266887201644511,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1151,False,"{'a': 0.65, 'e': 0.023149170722480572}",30,22,15.387590787073405,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1152,False,"{'a': 0.65, 'e': 0.023075791326397477}",20,13,15.530280798145489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1153,False,"{'a': 0.65, 'e': 0.023002639054738316}",20,16,6.25478013115948,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1154,False,"{'a': 0.65, 'e': 0.022929713239181693}",20,12,16.204329924503448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1155,False,"{'a': 0.65, 'e': 0.02285701321315292}",20,14,11.375497965632727,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1156,False,"{'a': 0.65, 'e': 0.022784538311821034}",30,19,18.82469585069091,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1157,False,"{'a': 0.65, 'e': 0.022712287872095338}",30,8,38.40930261190835,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1158,False,"{'a': 0.65, 'e': 0.022640261232623082}",20,3,32.681251904457916,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1159,False,"{'a': 0.65, 'e': 0.022568457733785574}",25,8,32.01862931462393,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1160,False,"{'a': 0.65, 'e': 0.022496876717694958}",20,5,4.015725976194176,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
1161,False,"{'a': 0.65, 'e': 0.022425517528191663}",25,17,15.71945696994683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1162,False,"{'a': 0.65, 'e': 0.022354379510840405}",20,11,16.32960688667837,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1163,False,"{'a': 0.65, 'e': 0.02228346201292808}",20,16,7.165081683222968,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1164,False,"{'a': 0.65, 'e': 0.022212764383459538}",25,15,18.526897824000727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1165,False,"{'a': 0.65, 'e': 0.022142285973154596}",20,8,19.351579977919194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1166,False,"{'a': 0.65, 'e': 0.0220720261344457}",25,11,25.243010333336372,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1167,False,"{'a': 0.65, 'e': 0.022001984221473703}",25,11,9.261697261921546,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1168,False,"{'a': 0.65, 'e': 0.02193215959008532}",25,14,15.623550668210612,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1169,False,"{'a': 0.65, 'e': 0.02186255159782924}",25,18,14.313194177641705,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1170,False,"{'a': 0.65, 'e': 0.021793159603953782}",25,10,26.810906149269073,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1171,False,"{'a': 0.65, 'e': 0.021723982969403255}",20,16,9.912420474961664,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1172,False,"{'a': 0.65, 'e': 0.021655021056814383}",20,13,15.827034107175129,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1173,False,"{'a': 0.65, 'e': 0.02158627323051432}",20,11,19.988605275268903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1174,False,"{'a': 0.65, 'e': 0.021517738856515756}",20,10,17.983651190701377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1175,False,"{'a': 0.65, 'e': 0.021449417302514928}",25,13,22.630785125951046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1176,False,"{'a': 0.65, 'e': 0.021381307937888172}",25,9,26.484213151044447,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1177,False,"{'a': 0.65, 'e': 0.02131341013368815}",30,19,6.148507799871193,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1178,False,"{'a': 0.65, 'e': 0.021245723262641403}",35,13,39.74974065219223,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1179,False,"{'a': 0.65, 'e': 0.02117824669914481}",20,9,19.89268461195108,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
